"","Description.x","ID","Feature","group","Description.y"
"76","Cysteine and methionine metabolism","ko00270","K00549","Plaque","metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"77","Cysteine and methionine metabolism","ko00270","K00826","Plaque","E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"78","Cysteine and methionine metabolism","ko00270","K01738","Plaque","cysK; cysteine synthase [EC:2.5.1.47]"
"79","Porphyrin metabolism","ko00860","K01845","Plaque","hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
"80","Porphyrin metabolism","ko00860","K01772","Plaque","hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]"
"81","Porphyrin metabolism","ko00860","K02492","Plaque","hemA; glutamyl-tRNA reductase [EC:1.2.1.70]"
"82","Porphyrin metabolism","ko00860","K01749","Plaque","hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]"
"83","Porphyrin metabolism","ko00860","K01698","Plaque","hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]"
"84","C5-Branched dibasic acid metabolism","ko00660","K01653","Plaque","E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]"
"85","C5-Branched dibasic acid metabolism","ko00660","K00052","Plaque","leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"86","C5-Branched dibasic acid metabolism","ko00660","K01704","Plaque","leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]"
"87","C5-Branched dibasic acid metabolism","ko00660","K01703","Plaque","leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]"
"88","Pantothenate and CoA biosynthesis","ko00770","K01653","Plaque","E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]"
"89","Pantothenate and CoA biosynthesis","ko00770","K00826","Plaque","E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"90","Pantothenate and CoA biosynthesis","ko00770","K01687","Plaque","ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]"
"91","Pantothenate and CoA biosynthesis","ko00770","K00053","Plaque","ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]"
"92","Purine metabolism","ko00230","K01589","Plaque","purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]"
"93","Purine metabolism","ko00230","K00526","Plaque","E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"94","Purine metabolism","ko00230","K01139","Plaque","spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"
"95","Purine metabolism","ko00230","K00942","Plaque","gmk, GUK1; guanylate kinase [EC:2.7.4.8]"
"96","Lipoic acid metabolism","ko00785","K00627","Plaque","DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]"
"97","Lipoic acid metabolism","ko00785","K03801","Plaque","lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"98","Lipoic acid metabolism","ko00785","K00163","Plaque","aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]"
"99","Protein export","ko03060","K03118","Plaque","tatC; sec-independent protein translocase protein TatC"
"100","Protein export","ko03060","K03116","Plaque","tatA; sec-independent protein translocase protein TatA"
"101","Protein export","ko03060","K03117","Plaque","tatB; sec-independent protein translocase protein TatB"
"102","One carbon pool by folate","ko00670","K00297","Plaque","metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]"
"103","One carbon pool by folate","ko00670","K00560","Plaque","thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"104","One carbon pool by folate","ko00670","K00287","Plaque","DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"105","Nitrogen metabolism","ko00910","K01673","Plaque","cynT, can; carbonic anhydrase [EC:4.2.1.1]"
"106","Nitrogen metabolism","ko00910","K04561","Plaque","norB; nitric oxide reductase subunit B [EC:1.7.2.5]"
"107","Nitrogen metabolism","ko00910","K00368","Plaque","nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]"
"108","Bacterial secretion system","ko03070","K03118","Plaque","tatC; sec-independent protein translocase protein TatC"
"109","Bacterial secretion system","ko03070","K03116","Plaque","tatA; sec-independent protein translocase protein TatA"
"110","Bacterial secretion system","ko03070","K03117","Plaque","tatB; sec-independent protein translocase protein TatB"
"111","Folate biosynthesis","ko00790","K00287","Plaque","DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"112","Folate biosynthesis","ko00790","K03635","Plaque","MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"113","Folate biosynthesis","ko00790","K03752","Plaque","mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]"
"114","Glycine, serine and threonine metabolism","ko00260","K01754","Plaque","E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]"
"115","Glycine, serine and threonine metabolism","ko00260","K01695","Plaque","trpA; tryptophan synthase alpha chain [EC:4.2.1.20]"
"116","Glycine, serine and threonine metabolism","ko00260","K01696","Plaque","trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"117","Pyrimidine metabolism","ko00240","K00560","Plaque","thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"118","Pyrimidine metabolism","ko00240","K00526","Plaque","E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"119","Pyrimidine metabolism","ko00240","K00254","Plaque","DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]"
"120","Nucleotide metabolism","ko01232","K00560","Plaque","thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"121","Nucleotide metabolism","ko01232","K00526","Plaque","E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"122","Nucleotide metabolism","ko01232","K00942","Plaque","gmk, GUK1; guanylate kinase [EC:2.7.4.8]"
"123","Other carbon fixation pathways","ko00720","K00297","Plaque","metF, MTHFR; methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]"
"124","Other carbon fixation pathways","ko00720","K13788","Plaque","pta; phosphate acetyltransferase [EC:2.3.1.8]"
"125","Other carbon fixation pathways","ko00720","K01595","Plaque","ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]"
"126","Glucosinolate biosynthesis","ko00966","K00826","Plaque","E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
"127","Glucosinolate biosynthesis","ko00966","K01703","Plaque","leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]"
"128","Folate transport and metabolism","ko04981","K00560","Plaque","thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"129","Folate transport and metabolism","ko04981","K00287","Plaque","DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"130","Antifolate resistance","ko01523","K00560","Plaque","thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"131","Antifolate resistance","ko01523","K00287","Plaque","DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]"
"132","Sulfur relay system","ko04122","K03635","Plaque","MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"133","Sulfur relay system","ko04122","K03636","Plaque","moaD, cysO; sulfur-carrier protein"
"134","Nitrogen cycle","ko01310","K04561","Plaque","norB; nitric oxide reductase subunit B [EC:1.7.2.5]"
"135","Nitrogen cycle","ko01310","K00368","Plaque","nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]"
"136","Flagellar assembly","ko02040","K02399","Abscess","flgN; flagellar biosynthesis protein FlgN"
"137","Flagellar assembly","ko02040","K02407","Abscess","fliD; flagellar hook-associated protein 2"
"138","Flagellar assembly","ko02040","K02410","Abscess","fliG; flagellar motor switch protein FliG"
"139","Flagellar assembly","ko02040","K02396","Abscess","flgK; flagellar hook-associated protein 1"
"140","Flagellar assembly","ko02040","K02411","Abscess","fliH; flagellar assembly protein FliH"
"141","Flagellar assembly","ko02040","K02400","Abscess","flhA; flagellar biosynthesis protein FlhA"
"142","Flagellar assembly","ko02040","K02387","Abscess","flgB; flagellar basal-body rod protein FlgB"
"143","Flagellar assembly","ko02040","K02389","Abscess","flgD; flagellar basal-body rod modification protein FlgD"
"144","Flagellar assembly","ko02040","K02392","Abscess","flgG; flagellar basal-body rod protein FlgG"
"145","Flagellar assembly","ko02040","K02556","Abscess","motA; chemotaxis protein MotA"
"146","Flagellar assembly","ko02040","K02422","Abscess","fliS; flagellar secretion chaperone FliS"
"147","Flagellar assembly","ko02040","K02412","Abscess","fliI; flagellum-specific ATP synthase [EC:7.4.2.8]"
"148","Flagellar assembly","ko02040","K02419","Abscess","fliP; flagellar biosynthesis protein FliP"
"149","Flagellar assembly","ko02040","K02413","Abscess","fliJ; flagellar protein FliJ"
"150","Flagellar assembly","ko02040","K02397","Abscess","flgL; flagellar hook-associated protein 3 FlgL"
"151","Flagellar assembly","ko02040","K02416","Abscess","fliM; flagellar motor switch protein FliM"
"152","Flagellar assembly","ko02040","K02421","Abscess","fliR; flagellar biosynthesis protein FliR"
"153","Flagellar assembly","ko02040","K02391","Abscess","flgF; flagellar basal-body rod protein FlgF"
"154","Flagellar assembly","ko02040","K02420","Abscess","fliQ; flagellar biosynthesis protein FliQ"
"155","Flagellar assembly","ko02040","K02417","Abscess","fliN; flagellar motor switch protein FliN"
"156","Flagellar assembly","ko02040","K02408","Abscess","fliE; flagellar hook-basal body complex protein FliE"
"157","Flagellar assembly","ko02040","K02414","Abscess","fliK; flagellar hook-length control protein FliK"
"158","Flagellar assembly","ko02040","K02409","Abscess","fliF; flagellar M-ring protein FliF"
"159","Flagellar assembly","ko02040","K02406","Abscess","fliC, hag; flagellin"
"160","Flagellar assembly","ko02040","K02390","Abscess","flgE; flagellar hook protein FlgE"
"161","Flagellar assembly","ko02040","K02388","Abscess","flgC; flagellar basal-body rod protein FlgC"
"162","Flagellar assembly","ko02040","K02398","Abscess","flgM; negative regulator of flagellin synthesis FlgM"
"163","Flagellar assembly","ko02040","K02405","Abscess","fliA, whiG; RNA polymerase sigma factor FliA"
"164","Flagellar assembly","ko02040","K02401","Abscess","flhB; flagellar biosynthesis protein FlhB"
"165","Flagellar assembly","ko02040","K02418","Abscess","fliO, fliZ; flagellar protein FliO/FliZ"
"166","Flagellar assembly","ko02040","K02415","Abscess","fliL; flagellar protein FliL"
"167","Bacterial chemotaxis","ko02030","K03412","Abscess","cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
"168","Bacterial chemotaxis","ko02030","K03407","Abscess","cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
"169","Bacterial chemotaxis","ko02030","K00575","Abscess","cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"170","Bacterial chemotaxis","ko02030","K03408","Abscess","cheW; purine-binding chemotaxis protein CheW"
"171","Bacterial chemotaxis","ko02030","K02410","Abscess","fliG; flagellar motor switch protein FliG"
"172","Bacterial chemotaxis","ko02030","K02556","Abscess","motA; chemotaxis protein MotA"
"173","Bacterial chemotaxis","ko02030","K03409","Abscess","cheX; chemotaxis protein CheX"
"174","Bacterial chemotaxis","ko02030","K02416","Abscess","fliM; flagellar motor switch protein FliM"
"175","Bacterial chemotaxis","ko02030","K03406","Abscess","mcp; methyl-accepting chemotaxis protein"
"176","Bacterial chemotaxis","ko02030","K02417","Abscess","fliN; flagellar motor switch protein FliN"
