"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group"
"ko00910...285","Metabolism","Energy metabolism","ko00910","Nitrogen metabolism","1/201","70/14535",0.0142857142857143,1.03304904051173,0.0328212836960272,0.623599341515914,0.749579006468624,0.603376290036663,"K00372",1,"Abscess"
"ko00400...286","Metabolism","Amino acid metabolism","ko00400","Phenylalanine, tyrosine and tryptophan biosynthesis","1/201","74/14535",0.0135135135135135,0.977208551835418,-0.0232753127033966,0.644090644276607,0.751439084989375,0.604873566864513,"K11358",1,"Abscess"
"ko04146...287","Cellular Processes","Transport and catabolism","ko04146","Peroxisome","1/201","74/14535",0.0135135135135135,0.977208551835418,-0.0232753127033966,0.644090644276607,0.751439084989375,0.604873566864513,"K00803",1,"Abscess"
"ko04931...288","Human Diseases","Endocrine and metabolic disease","ko04931","Insulin resistance","1/201","74/14535",0.0135135135135135,0.977208551835418,-0.0232753127033966,0.644090644276607,0.751439084989375,0.604873566864513,"K00693",1,"Abscess"
"ko00562...289","Metabolism","Carbohydrate metabolism","ko00562","Inositol phosphate metabolism","1/201","79/14535",0.0126582278481013,0.915359909314189,-0.0893248925481669,0.66815050021276,0.76451836082037,0.615401776511753,"K01858",1,"Abscess"
"ko04137","Cellular Processes","Transport and catabolism","ko04137","Mitophagy","1/201","85/14535",0.0117647058823529,0.850746268656716,-0.16342091702482,0.694895014533305,0.772355473126221,0.621710287965379,"K13525",1,"Abscess"
"ko04152...291","Environmental Information Processing","Signal transduction","ko04152","AMPK signaling pathway","1/201","85/14535",0.0117647058823529,0.850746268656716,-0.16342091702482,0.694895014533305,0.772355473126221,0.621710287965379,"K00693",1,"Abscess"
"ko05142","Human Diseases","Infectious disease: parasitic","ko05142","Chagas disease","1/201","85/14535",0.0117647058823529,0.850746268656716,-0.16342091702482,0.694895014533305,0.772355473126221,0.621710287965379,"K01283",1,"Abscess"
"ko05410","Human Diseases","Cardiovascular disease","ko05410","Hypertrophic cardiomyopathy","1/201","87/14535",0.0114942528735632,0.831188883170355,-0.187009517415337,0.703324311504361,0.772355473126221,0.621710287965379,"K01283",1,"Abscess"
"ko04910...294","Organismal Systems","Endocrine system","ko04910","Insulin signaling pathway","1/201","88/14535",0.0113636363636364,0.82174355495251,-0.198611617088116,0.70745165185511,0.772355473126221,0.621710287965379,"K00693",1,"Abscess"
"ko05111...295","Cellular Processes","Cellular community - prokaryotes","ko05111","Biofilm formation","1/201","106/14535",0.00943396226415094,0.682202196564348,-0.388859410635389,0.772695772024499,0.83591633519014,0.672873830184013,"K03087",1,"Abscess"
"ko04142...296","Cellular Processes","Transport and catabolism","ko04142","Lysosome","1/201","109/14535",0.0091743119266055,0.663425989319458,-0.417664698285034,0.782063933837424,0.838428902041923,0.674896329817028,"K01205",1,"Abscess"
"ko00564...297","Metabolism","Lipid metabolism","ko00564","Glycerophospholipid metabolism","1/201","118/14535",0.00847457627118644,0.612825701998482,-0.500054086333372,0.807924968788522,0.858420279337805,0.690988460148078,"K00096",1,"Abscess"
"ko04141","Genetic Information Processing","Folding, sorting and degradation","ko04141","Protein processing in endoplasmic reticulum","1/201","145/14535",0.00689655172413793,0.498713329902213,-0.718367485139841,0.868571615097756,0.914690461917106,0.736283343958042,"K13525",1,"Abscess"
"ko05131...299","Human Diseases","Infectious disease: bacterial","ko05131","Shigellosis","1/201","205/14535",0.0048780487804878,0.352748452857663,-1.10518209193791,0.943585594000028,0.98161905934122,0.790157756745254,"K13520",1,"Abscess"
"ko05171","Human Diseases","Infectious disease: viral","ko05171","Coronavirus disease - COVID-19","1/201","219/14535",0.0045662100456621,0.330198323451237,-1.18267209388982,0.953712465688899,0.98161905934122,0.790157756745254,"K01283",1,"Abscess"
"ko00190...301","Metabolism","Energy metabolism","ko00190","Oxidative phosphorylation","1/201","224/14535",0.00446428571428571,0.322827825159915,-1.20946980210929,0.956872360366231,0.98161905934122,0.790157756745254,"K13378",1,"Abscess"
"ko04151...302","Environmental Information Processing","Signal transduction","ko04151","PI3K-Akt signaling pathway","1/201","268/14535",0.00373134328358209,0.269826241924705,-1.42867746207455,0.976876407416764,0.98880717583612,0.79594385671019,"K00693",1,"Abscess"
"ko05014...303","Human Diseases","Neurodegenerative disease","ko05014","Amyotrophic lateral sclerosis","1/201","280/14535",0.00357142857142857,0.258262260127932,-1.48406419760612,0.980497871837497,0.98880717583612,0.79594385671019,"K13525",1,"Abscess"
"ko05022...304","Human Diseases","Neurodegenerative disease","ko05022","Pathways of neurodegeneration","1/201","368/14535",0.00271739130434783,0.1965038935756,-1.84873918134492,0.994432154615763,0.994432154615763,0.800471703405877,"K13525",1,"Abscess"
