OTU_ID	100-A	100-P	71-A	71-P	72-A	72-P	73-A	73-P	74-A	74-P	75-A	75-P	76-A	76-P	77-A	77-P	78-A	78-P	79-A	79-P	80-A	80-P	81-A	81-P	82-A	82-P	83-A	83-P	84-A	84-P	85-A	85-P	88-A	88-P	89-A	89-P	90-A	90-P	91-A	91-P	93-A	93-P	94-A	94-P	95-A	95-P	96-A	96-P	97-A	97-P	taxonomy
66	0	0	0	142	0	0	87	157	1424	0	0	152	0	0	0	114	0	0	0	41	0	0	0	0	109	347	0	0	474	0	0	0	112	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__dispar
67	0	0	849	59	262	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
68	0	0	0	0	2185	0	0	266	0	0	0	0	0	0	0	47	0	0	0	0	319	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	78	0	69	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Bacteroidales_[F-2]; D_5__g__Bacteroidales_[G-2]; D_6__g__Bacteroidales_[G-2]_s__bacterium_HMT_274
69	0	109	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	6	0	0	0	271	0	127	0	122	0	0	0	0	0	0	0	0	0	49	870	275	0	140	0	53	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__elongata
70	0	38	0	83	0	109	0	8	0	0	107	203	0	0	0	638	48	118	0	479	0	0	74	22	15	0	0	0	0	0	0	0	120	0	0	0	0	0	88	0	0	0	0	0	0	26	0	19	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__melaninogenica
71	0	97	89	81	0	0	0	213	0	0	0	0	0	0	0	34	0	0	0	195	0	0	232	0	0	104	0	0	0	896	0	0	79	376	0	0	72	119	0	0	182	198	0	0	0	801	0	66	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hongkongensis
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Bacillales; D_4__f__Listeriaceae; D_5__g__Listeria; D_6__g__Listeria_s__monocytogenes
73	0	44	1	164	0	294	27	174	2	0	0	113	0	0	0	0	0	96	0	15	0	0	61	0	54	141	0	0	0	111	0	0	0	234	0	304	77	81	691	144	0	115	0	54	0	4	5	48	0	63	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__cristatus_clade_578
74	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	507	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	115	0	250	0	0	0	0	158	84	0	0	0	762	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__nigrescens
75	0	1308	0	0	0	0	41	41	0	0	0	0	0	0	0	0	0	652	0	0	0	0	403	0	0	152	0	0	0	73	0	0	0	0	0	0	150	0	0	75	0	0	0	635	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__sp._HMT_417
76	0	0	0	31	0	76	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Lactobacillaceae; D_5__g__Limosilactobacillus; D_6__g__Limosilactobacillus_s__fermentum
77	0	87	0	122	57	0	0	72	0	0	0	0	0	59	0	201	0	240	38	411	0	0	35	0	0	85	0	0	25	464	0	302	265	462	0	0	0	37	164	112	0	0	0	0	0	31	29	35	0	43	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Kingella; D_6__g__Kingella_s__oralis
78	0	0	87	0	1674	0	17	0	0	0	0	0	0	0	0	0	0	0	175	0	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0	43	0	0	0	D_0__k__Bacteria; D_1__p__Spirochaetes; D_2__c__Spirochaetia; D_3__o__Spirochaetales; D_4__f__Treponemataceae; D_5__g__Treponema; D_6__g__Treponema_s__lecithinolyticum
79	0	34	0	25	0	148	0	0	0	0	20	42	0	0	0	0	0	0	0	19	0	0	0	16	41	0	1477	0	0	0	0	552	231	0	32	35	62	0	370	0	50	0	0	0	0	0	155	81	43	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__intermedius
80	0	84	0	0	0	0	41	45	0	0	0	59	0	24	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	217	0	96	0	89	0	0	0	0	0	0	0	0	0	0	819	232	0	107	0	32	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__elongata
81	0	122	0	99	18	34	0	323	0	0	0	42	0	40	0	0	0	142	0	0	0	0	0	0	0	242	0	0	0	0	0	290	0	0	0	51	69	135	290	452	0	0	0	110	0	0	0	0	3	698	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__buccalis
82	402	0	32	84	0	0	0	378	0	0	0	259	0	0	0	136	0	352	0	0	0	0	580	0	63	218	0	0	0	0	0	0	0	0	0	0	0	0	83	70	0	0	0	0	0	0	72	47	0	215	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Tannerellaceae; D_5__g__Tannerella; D_6__g__Tannerella_s__sp._HMT_286
83	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	308	0	0	130	0	0	0	50	0	0	0	0	0	0	149	53	0	0	0	0	0	650	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__sp._HMT_417
84	0	92	49	44	0	0	269	243	0	0	307	85	0	0	0	271	0	333	15	0	0	11	586	0	0	296	0	0	0	0	0	0	0	0	0	0	94	85	0	0	0	0	0	183	0	0	40	0	0	103	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__gracilis
85	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	0	405	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	109	0	160	0	0	0	0	222	62	0	0	0	568	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__nigrescens
86	0	174	0	114	0	33	150	128	0	0	0	0	0	0	0	122	44	0	0	323	0	0	17	0	170	0	0	0	85	275	0	0	60	0	0	86	0	0	0	0	0	0	0	85	0	538	72	133	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__melaninogenica
87	0	204	0	80	0	177	197	155	0	0	0	199	0	33	0	375	0	456	0	49	0	36	0	0	0	21	0	0	0	136	0	0	0	0	0	62	0	0	0	0	0	239	0	323	0	0	0	0	0	200	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__periodonticum
88	4	71	40	57	79	75	0	0	0	0	0	44	0	0	0	68	0	5	55	539	0	0	58	0	96	0	0	0	52	36	399	0	50	271	50	42	0	0	0	0	0	191	0	78	0	0	0	1	0	96	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__parvula
89	0	0	45	0	0	0	0	163	0	578	0	94	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	455	150	345	128	0	279	20	0	159	57	0	0	0	0	0	4	0	97	0	338	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Cardiobacteriales; D_4__f__Cardiobacteriaceae; D_5__g__Cardiobacterium; D_6__g__Cardiobacterium_s__hominis
90	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	242	0	0	0	0	0	0	67	89	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Tissierellia; D_3__o__Tissierellales; D_4__f__Peptoniphilaceae; D_5__g__Parvimonas; D_6__g__Parvimonas_s__sp._HMT_110
91	0	0	0	43	0	144	67	0	0	0	29	25	0	29	0	0	0	0	0	0	0	0	0	0	68	0	1245	0	0	23	0	463	184	0	34	38	59	0	322	0	0	0	0	0	0	0	143	63	19	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__intermedius
92	0	646	0	10	0	54	0	39	0	0	1	63	0	0	0	14	0	23	34	249	0	0	139	0	0	463	0	0	48	0	0	320	7	0	0	0	7	0	56	59	0	0	0	0	0	0	0	0	0	163	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__hwasookii
93	1746	0	0	0	0	56	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	94	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Lactobacillaceae; D_5__g__Lactobacillus; D_6__g__Lactobacillus_s__gasseri
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
95	0	0	64	240	22	504	351	0	0	0	790	188	0	0	0	98	0	0	464	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__denticola
96	0	22	0	85	0	129	0	4	0	0	75	119	0	0	0	485	0	97	0	316	0	0	73	0	49	0	0	0	0	0	0	0	94	0	0	0	0	0	85	42	0	0	0	0	0	33	0	19	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__melaninogenica
97	0	0	0	524	0	1153	0	0	0	0	0	494	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__denticola
98	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Lactobacillaceae; D_5__g__Lactobacillus; D_6__g__Lactobacillus_s__gasseri
99	312	0	62	0	28	0	567	0	0	0	703	0	23	0	0	101	0	0	159	0	0	0	0	0	0	80	0	0	161	0	0	0	136	0	0	0	155	0	102	0	0	0	0	0	0	0	42	0	116	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Oribacterium; D_6__g__Oribacterium_s__sp._HMT_078
100	0	37	0	214	12	0	0	82	0	0	0	186	0	0	0	0	0	31	0	0	0	0	40	0	111	286	0	0	0	49	0	110	267	674	0	0	0	265	46	0	193	104	0	73	0	0	0	20	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Carnobacteriaceae; D_5__g__Granulicatella; D_6__g__Granulicatella_s__elegans
101	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	874	489	0	412	0	0	0	0	0	523	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Streptococcaceae; D_5__g__Streptococcus; D_6__g__Streptococcus_s__oralis_subsp._dentisani_clade_058
102	5	88	0	63	83	84	0	0	0	0	0	21	0	0	0	44	8	5	49	497	0	0	52	0	87	0	0	0	133	40	210	2	83	262	75	41	0	0	0	0	0	182	0	109	0	0	0	1	0	83	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Negativicutes; D_3__o__Veillonellales; D_4__f__Veillonellaceae; D_5__g__Veillonella; D_6__g__Veillonella_s__parvula
103	0	0	0	179	0	18	0	93	0	0	0	157	0	0	0	0	0	34	0	46	0	0	0	0	152	215	0	0	0	42	0	259	301	634	0	54	0	202	0	53	153	65	0	52	0	0	0	16	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Carnobacteriaceae; D_5__g__Granulicatella; D_6__g__Granulicatella_s__elegans
104	0	0	360	31	0	0	0	0	0	0	0	276	0	22	0	0	0	37	0	0	0	10	59	0	63	997	0	0	0	0	0	0	0	536	0	0	0	0	57	0	0	0	0	0	0	0	43	178	0	95	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__endodontalis
105	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Clostridiales_[F-3]; D_5__g__Clostridiales_[F-3][G-1]; D_6__g__Clostridiales_[F-3][G-1]_s__bacterium_HMT_876
106	0	36	61	63	39	51	43	0	0	0	437	254	1	1	0	15	67	0	0	0	13	0	22	139	4	11	682	0	0	0	0	0	673	0	0	59	17	0	34	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__naviforme
107	0	0	1801	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	75	1734	0	0	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__sputigena
109	0	88	80	0	0	0	0	0	0	0	0	231	0	64	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	1706	0	0	0	28	0	0	0	0	0	0	0	0	0	260	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hongkongensis
110	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	57	0	0	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__sp._HMT_472
111	233	0	57	0	20	0	557	9	0	0	759	0	0	0	0	0	0	17	128	0	13	0	0	0	0	0	0	0	446	0	0	0	80	0	0	0	136	0	89	0	0	0	0	0	0	0	38	0	73	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Oribacterium; D_6__g__Oribacterium_s__sp._HMT_078
112	0	0	1647	17	0	0	0	0	0	0	0	61	0	0	0	0	93	0	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	39	0	0	0	88	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Bacteroidales_[F-2]; D_5__g__Bacteroidales_[G-2]; D_6__g__Bacteroidales_[G-2]_s__bacterium_HMT_274
113	0	195	0	30	0	0	0	0	0	0	0	0	0	0	0	74	0	316	0	0	0	0	0	0	0	138	0	0	0	0	0	97	0	0	0	0	75	142	107	103	0	0	0	0	373	300	0	215	0	74	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Flavobacteriia; D_3__o__Flavobacteriales; D_4__f__Flavobacteriaceae; D_5__g__Capnocytophaga; D_6__g__Capnocytophaga_s__leadbetteri
114	905	0	227	0	124	0	0	0	0	0	554	0	0	0	57	46	0	0	144	0	166	0	0	0	0	36	0	0	0	0	0	0	116	0	76	0	144	31	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Spirochaetes; D_2__c__Spirochaetia; D_3__o__Spirochaetales; D_4__f__Treponemataceae; D_5__g__Treponema; D_6__g__Treponema_s__sp._HMT_231
115	0	101	0	108	0	24	94	68	0	0	0	0	0	28	0	108	0	0	0	270	0	65	25	0	157	0	0	0	197	182	0	0	59	0	0	0	0	0	0	0	0	0	0	93	0	450	55	126	0	0	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Prevotellaceae; D_5__g__Prevotella; D_6__g__Prevotella_s__melaninogenica
116	0	0	687	0	985	0	0	0	0	0	0	0	57	42	0	0	0	0	0	0	0	0	0	130	0	0	0	0	5	0	0	0	0	0	0	0	468	0	0	0	231	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
117	0	877	0	0	0	0	0	76	0	0	0	64	0	0	0	0	25	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	59	0	0	0	0	0	0	0	418	0	0	39	220	D_0__k__Bacteria; D_1__p__Bacteroidetes; D_2__c__Bacteroidia; D_3__o__Bacteroidales; D_4__f__Porphyromonadaceae; D_5__g__Porphyromonas; D_6__g__Porphyromonas_s__pasteri
118	0	48	0	34	0	0	89	518	0	0	0	16	0	0	0	0	89	139	0	0	0	0	0	0	0	12	0	0	0	0	0	0	811	259	0	255	0	0	45	0	0	0	0	106	0	66	0	0	0	88	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__cinerea
119	0	152	0	63	0	195	136	163	0	0	0	138	0	0	0	310	0	405	0	26	0	45	0	0	0	0	0	0	0	163	0	0	0	0	0	90	0	0	0	0	0	169	0	296	0	0	0	0	0	152	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__periodonticum
120	84	30	0	234	58	782	11	111	0	0	145	452	0	0	0	31	0	11	80	0	34	0	0	0	49	104	0	0	48	5	0	0	0	0	27	42	0	20	10	0	0	0	0	0	0	0	0	0	93	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Lachnospiraceae; D_5__g__Catonella; D_6__g__Catonella_s__morbi
121	0	0	421	0	61	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1263	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Synergistetes; D_2__c__Synergistia; D_3__o__Synergistales; D_4__f__Synergistaceae; D_5__g__Fretibacterium; D_6__g__Fretibacterium_s__sp._HMT_359
122	1104	0	0	0	0	35	184	0	0	0	127	0	0	2	0	0	0	0	0	0	15	0	0	0	0	0	607	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Bacilli; D_3__o__Lactobacillales; D_4__f__Lactobacillaceae; D_5__g__Lacticaseibacillus; D_6__g__Lacticaseibacillus_s__casei
123	0	62	95	0	0	0	0	31	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	1631	40	0	0	0	0	0	0	0	0	0	0	0	0	216	69	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Leptotrichiaceae; D_5__g__Leptotrichia; D_6__g__Leptotrichia_s__hongkongensis
124	0	0	0	52	0	0	0	0	0	0	677	16	0	0	0	118	0	30	0	154	0	51	60	0	0	36	0	0	0	0	0	132	0	48	0	346	15	18	59	52	0	106	0	3	0	0	0	151	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Micrococcales; D_4__f__Micrococcaceae; D_5__g__Rothia; D_6__g__Rothia_s__dentocariosa
125	2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Actinobacteria; D_2__c__Actinomycetia; D_3__o__Bifidobacteriales; D_4__f__Bifidobacteriaceae; D_5__g__Parascardovia; D_6__g__Parascardovia_s__denticolens
126	0	0	670	0	963	0	0	0	0	0	0	0	37	59	0	0	0	0	0	0	0	0	0	101	0	0	0	0	8	0	0	0	0	0	0	0	469	0	0	0	204	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Fusobacteria; D_2__c__Fusobacteriia; D_3__o__Fusobacteriales; D_4__f__Fusobacteriaceae; D_5__g__Fusobacterium; D_6__g__Fusobacterium_s__nucleatum
127	0	10	87	0	1241	0	0	0	0	0	0	0	0	0	14	22	0	0	133	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Spirochaetes; D_2__c__Spirochaetia; D_3__o__Spirochaetales; D_4__f__Treponemataceae; D_5__g__Treponema; D_6__g__Treponema_s__lecithinolyticum
128	0	63	31	30	0	43	222	200	0	0	245	80	0	0	0	214	0	288	21	0	0	0	509	31	0	237	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	105	0	0	0	0	0	50	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Epsilonproteobacteria; D_3__o__Campylobacterales; D_4__f__Campylobacteraceae; D_5__g__Campylobacter; D_6__g__Campylobacter_s__gracilis
129	0	0	0	107	0	0	0	0	0	791	0	113	0	0	0	202	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	270	374	0	157	0	0	15	0	397	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Gammaproteobacteria; D_3__o__Pasteurellales; D_4__f__Pasteurellaceae; D_5__g__Haemophilus; D_6__g__Haemophilus_s__haemolyticus
130	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	288	0	D_0__k__Bacteria; D_1__p__Firmicutes; D_2__c__Clostridia; D_3__o__Eubacteriales; D_4__f__Peptostreptococcaceae; D_5__g__Filifactor; D_6__g__Filifactor_s__alocis
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	24	76	0	0	0	0	0	0	0	0	0	0	D_0__k__Bacteria; D_1__p__Proteobacteria; D_2__c__Betaproteobacteria; D_3__o__Neisseriales; D_4__f__Neisseriaceae; D_5__g__Neisseria; D_6__g__Neisseria_s__flava
