Rank,Taxon,n_pairs,n_plaque,n_abscess,median_plaque,median_abscess,mean_plaque,mean_abscess,p_value,difference_in_median,difference_in_mean,Enrichment,BH_adjusted_p_value
genus,Slackia,25,25,25,1.0953701214349968e-10,1.7834846281167306e-10,5.495111812370174e-5,2.634345184528203e-4,0.0033586245961058263,-6.881145066817338e-11,-2.0848340032911854e-4,Abscess,0.02283864725351962
genus,Sneathia,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,3.428413589632995e-6,1.187697557656369e-10,0.22596783720051722,-1.3741886162936737e-11,3.4282948198772295e-6,Abscess,0.2649278091316409
genus,Solobacterium,25,25,25,1.0670837992658282e-9,9.379766776096672e-4,0.0014221089619973974,0.012918634663795012,0.0036614408124745223,-9.37975610525868e-4,-0.011496525701797615,Abscess,0.02371218811888262
genus,Stomatobaculum,25,25,25,9.959448793147729e-10,3.5237830309302623e-9,0.0023804641923845173,8.958444231978013e-4,0.7672483874902132,-2.5278381516154896e-9,0.001484619769186716,Abscess,0.7904983386262803
genus,Streptococcus,25,25,25,0.15256051858882844,0.08322196721602568,0.20729683645669109,0.12307374346485069,0.002820365595679961,0.06933855137280276,0.0842230929918404,Plaque,0.020187880053288143
genus,Tannerella,25,25,25,1.7249852616394318e-8,0.0024960391404024733,0.005373909877933218,0.018516403571403932,0.010583547137015176,-0.002496021890549857,-0.013142493693470713,Abscess,0.03787795817458063
genus,Treponema,25,25,25,4.682102853021324e-8,0.014783584697930677,0.0011486710965588865,0.03519206724880681,4.845772525697547e-5,-0.014783537876902147,-0.03404339615224792,Abscess,0.006255177067059457
genus,Veillonella,25,25,25,0.031377441198337595,0.011537431280314913,0.042522615210293525,0.03538960386005546,0.1186179505292976,0.019840009918022684,0.007133011350238062,Plaque,0.1581572673723968
genus,Veillonellaceae G-1,25,25,25,8.901746029165372e-10,1.4059730537892269e-8,1.5986282982832374e-4,0.0028073648619739316,0.010583547137015176,-1.3169555934975731e-8,-0.0026475020321456077,Abscess,0.03787795817458063
genus,Weeksellaceae G-1,25,25,25,7.65793122431362e-9,6.389435165051372e-10,0.0013967745455847494,1.4596541320881644e-4,0.027358330156160644,7.018987707808483e-9,0.001250809132375933,Plaque,0.0676496891134154
species,Abiotrophia defectiva,25,25,25,0.006813134659240883,6.385236554371787e-9,0.014402316820773522,0.003301731074748753,9.559759062461871e-5,0.006813128274004328,0.01110058574602477,Plaque,0.02011856296022116
species,Absconditabacteria (SR1) G-1 bacterium HMT 345,25,25,25,1.2142306450779583e-10,1.5973587912628433e-10,1.0716435313357308e-4,3.334260952726488e-4,0.10073067103920602,-3.8312814618488505e-11,-2.2626174213907573e-4,Abscess,0.1795280508037462
species,Absconditabacteria (SR1) G-1 bacterium HMT 874,25,25,25,3.304692042614498e-10,2.651253643484988e-10,0.0014459795859044161,4.268402368012788e-4,0.30656198305521637,6.534383991295097e-11,0.0010191393491031373,Plaque,0.39389650148373734
species,Acidipropionibacterium acidifaciens,25,25,25,1.7612453764760188e-10,2.972474380194551e-10,4.372960832273349e-10,7.913571196541616e-4,0.001130987310209616,-1.2112290037185321e-10,-7.913566823580784e-4,Abscess,0.02497260122162146
species,Actinomyces dentalis,25,25,25,3.2596037593920087e-10,3.711755100878984e-10,2.484818422610095e-4,1.0072066635498383e-4,0.9570834959029937,-4.5215134148697524e-11,1.477611759060257e-4,Abscess,0.9680341079842637
species,Actinomyces gerencseriae,25,25,25,4.979724396573865e-10,7.085735383667157e-10,0.004168731557330206,0.0014553628446906408,0.8086544789363024,-2.1060109870932912e-10,0.002713368712639565,Abscess,0.8390264781451776
species,Actinomyces graevenitzii,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,0.0013604613124338502,0.05963483009045978,-1.3741886162936737e-11,-0.0013604612249746334,Abscess,0.11611715814970583
species,Actinomyces israelii,25,25,25,1.0953701214349968e-10,1.590752186090993e-10,3.644161750392345e-5,1.6259351450114706e-5,0.33272043464084833,-4.9538206465599626e-11,2.0182266053808742e-5,Abscess,0.41898128806625345
species,Actinomyces johnsonii,25,25,25,7.302467476233312e-11,1.144426456076591e-10,4.331237472280732e-5,3.1732096614909877e-4,0.04646863371012922,-4.141797084532597e-11,-2.7400859142629147e-4,Abscess,0.11102235729663305
species,Actinomyces massiliensis,25,25,25,0.0013969731794367362,1.7166396841148864e-10,0.0034576360543775854,7.488905550110908e-4,0.003078784932796158,0.0013969730077727678,0.0027087454993664946,Plaque,0.029583107397736993
species,Actinomyces naeslundii,25,25,25,0.00198842389547799,3.1926182771858934e-9,0.003226579056551382,0.0011539865625790002,0.05963483009045978,0.0019884207028597126,0.002072592493972382,Plaque,0.11611715814970583
species,Actinomyces oris,25,25,25,3.190804676797341e-9,2.972474380194551e-10,0.0035481630853038204,3.5297799544823077e-4,0.01143066708051777,2.893557238777886e-9,0.0031951850898555897,Plaque,0.05655630289387467
species,Actinomyces sp. HMT 169,25,25,25,9.083075533381642e-4,2.288852912153182e-10,0.003378125400480611,4.82495101600442e-4,0.04086222382142676,9.083073244528729e-4,0.002895630298880169,Plaque,0.10439943889636202
species,Actinomyces sp. HMT 170,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,1.6189829393589422e-5,1.187697557656369e-10,0.22596783720051722,-1.3741886162936737e-11,1.6189710623833656e-5,Abscess,0.31017945354853604
species,Actinomyces sp. HMT 171,25,25,25,4.0502219849611853e-10,3.5157617487803823e-10,8.569556513319112e-4,1.798425984412984e-4,0.40421659764097384,5.3446023618080306e-11,6.771130528906128e-4,Plaque,0.4828749625873255
species,Actinomyces sp. HMT 175,25,25,25,1.7141630652081748e-10,2.1210029147879906e-10,3.5097034997226686e-4,4.924422757052159e-5,1,-4.068398495798158e-11,3.0172612240174525e-4,Abscess,1
species,Actinomyces sp. HMT 448,25,25,25,1.0953701214349968e-10,1.590752186090993e-10,8.284223063751275e-5,5.0413899305496106e-5,0.22596783720051722,-4.9538206465599626e-11,3.242833133201665e-5,Abscess,0.31017945354853604
species,Actinomyces sp. HMT 525,25,25,25,1.0567472258856114e-10,1.7166396841148864e-10,2.6237764993640093e-10,2.0497000451665385e-4,0.01143066708051777,-6.59892458229275e-11,-2.0496974213900392e-4,Abscess,0.05655630289387467
species,Actinomyces sp. HMT 896,25,25,25,3.651233738116656e-11,4.8966793692457115e-11,3.627364277400294e-5,1.187697557656369e-10,0.5360092697932004,-1.2454456311290553e-11,3.6273524004247176e-5,Abscess,0.6059235223749222
species,Actinomyces sp. HMT 897,25,25,25,1.6189741934372776e-10,2.1210029147879906e-10,8.541785996773831e-5,2.8697095156431946e-6,0.7264964148055599,-5.02028721350713e-11,8.254815045209511e-5,Abscess,0.7812929813724027
species,Aeriscardovia bacterium HMT 407,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,7.734687724292416e-5,0.05963483009045978,-1.3741886162936737e-11,-7.734678978370752e-5,Abscess,0.11611715814970583
species,Afipia broomeae,25,25,25,3.1411963284422735e-10,3.1947175825256867e-10,5.57324557703366e-4,0.002018550486411427,0.4352140532775755,-5.35212540834132e-12,-0.0014612259287080608,Abscess,0.5102509590150884
species,Aggregatibacter actinomycetemcomitans,25,25,25,1.408996301180815e-10,2.1210029147879906e-10,1.1289443506220372e-4,6.863723243820729e-4,0.34632479159403856,-7.120066136071755e-11,-5.734778893198692e-4,Abscess,0.4324168301823871
species,Aggregatibacter aphrophilus,25,25,25,2.1427038315102185e-10,2.929801457316985e-10,3.8032641500934113e-4,0.001201054383085739,0.20600583969616187,-7.870976258067666e-11,-8.207279680763977e-4,Abscess,0.2937244553087211
species,Aggregatibacter paraphrophilus,25,25,25,1.8545304227427851e-10,2.6622646521047387e-10,0.00035875736191676307,0.0010661714872441746,0.1251049578534359,-8.077342293619536e-11,-7.074141253274115e-4,Abscess,0.20556279320155638
species,Aggregatibacter sp. HMT 458,25,25,25,0.0012474213273900104,9.110231207572059e-10,0.0026021565338941537,8.23605351848781e-4,0.05963483009045978,0.0012474204163668897,0.0017785511820453727,Plaque,0.11611715814970583
species,Aggregatibacter sp. HMT 512,25,25,25,3.9656304511373976e-10,3.4332793682297723e-10,0.0010822426002078946,1.2361973627140268e-4,0.3602782576952348,5.3235108290762524e-11,9.586228639364919e-4,Plaque,0.442341638614705
species,Aggregatibacter sp. HMT 513,25,25,25,2.6437536340915984e-10,4.048991647809804e-10,0.0025246680459768823,0.0011377901109459337,0.24727350200082499,-1.4052380137182054e-10,0.0013868779350309486,Abscess,0.32920146953121876
species,Aggregatibacter sp. HMT 898,25,25,25,1.4836243381942282e-10,1.9586717476982846e-10,2.0628131101496186e-4,4.750790230625476e-10,0.5360092697932004,-4.7504740950405644e-11,2.062808359359388e-4,Abscess,0.6059235223749222
species,Aggregatibacter sp. HMT 949,25,25,25,1.1127182536456712e-10,1.590752186090993e-10,4.5193614804448866e-5,2.993339746327815e-5,0.10073067103920602,-4.7803393244532186e-11,1.5260217341170715e-5,Abscess,0.1795280508037462
species,Alloiococcus otitis,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,0.002795136132112085,0.05963483009045978,-1.3741886162936737e-11,-0.0027951360446528684,Abscess,0.11611715814970583
species,Alloprevotella rava,25,25,25,3.6426919352338754e-10,9.110231207572059e-10,1.7873946876367466e-4,0.0045302032853372295,3.827330184225845e-4,-5.467539272338183e-10,-0.004351463816573555,Abscess,0.023305902266312493
species,Alloprevotella sp. HMT 308,25,25,25,6.402502795594969e-10,6.681513066403276e-10,9.289644126586892e-4,0.001365495833230188,0.33272043464084833,-2.7901027080830726e-11,-4.3653142057149873e-4,Abscess,0.41898128806625345
species,Alloprevotella sp. HMT 473,25,25,25,7.113900531775916e-4,7.133938512466924e-10,0.006401945881766255,7.060671156508107e-4,0.08029978979344914,7.113893397837403e-4,0.005695878766115444,Plaque,0.14788544620293548
species,Alloprevotella sp. HMT 912,25,25,25,1.1517719870955003e-9,1.3078887272856031e-9,0.00130995048610419,3.9278022564885254e-4,0.7467838959725029,-1.5611674019010289e-10,9.171702604553373e-4,Abscess,0.7915551127574252
species,Alloprevotella sp. HMT 913,25,25,25,3.2596037593920087e-10,3.7271705129466346e-10,3.928832619749455e-4,1.5194972893281736e-4,0.7672483874902132,-4.6756675355462595e-11,2.4093353304212813e-4,Abscess,0.8055196847284423
species,Alloprevotella sp. HMT 914,25,25,25,1.1382227192168834e-9,8.484011659151965e-10,0.0014647595466002969,2.955998084038415e-4,0.05608292288228483,2.89821553301687e-10,0.0011691597381964553,Plaque,0.11611715814970583
species,Alloprevotella tannerae,25,25,25,5.841973980986649e-10,0.0023631354581175107,5.931954745458674e-4,0.009298111865808971,1.8841157194807015e-5,-0.0023631348739201127,-0.008704916391263104,Abscess,0.0083277914801047
species,Anaerococcus prevotii,25,25,25,7.044981505904076e-11,9.793358738491423e-11,1.7491843329093397e-10,1.1877640076763898e-4,0.05963483009045978,-2.7483772325873474e-11,-1.1877622584920569e-4,Abscess,0.11611715814970583
species,Anaeroglobus geminatus,25,25,25,1.8545304227427851e-10,2.861066140191477e-10,6.617710801343503e-5,2.4693426820395197e-4,0.10073067103920602,-1.006535717448692e-10,-1.8075716019051694e-4,Abscess,0.1795280508037462
species,Anaerolineae G-1 bacterium HMT 439,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,3.821854915206175e-5,0.03135383035982697,-1.7800165340179388e-11,-3.82184616928451e-5,Abscess,0.09557512426926566
species,Arachnia propionica,25,25,25,8.530844024583744e-4,6.445563206097366e-10,0.0017903897881469495,8.837595487890518e-4,0.03828109212703915,8.530837579020538e-4,9.066302393578977e-4,Plaque,0.10439943889636202
species,Arachnia rubra,25,25,25,7.044981505904076e-11,9.793358738491423e-11,1.4900716015453386e-4,4.119958995826881e-5,0.23645102010844776,-2.7483772325873474e-11,1.0780757019626505e-4,Abscess,0.3196065776389416
species,Bacteroidales G-2 bacterium HMT 274,25,25,25,1.0800591959896494e-9,4.027180606777442e-9,0.0013818334088432204,0.0216875059694576,0.03135383035982697,-2.947121410787793e-9,-0.020305672560614378,Abscess,0.09557512426926566
species,Bacteroides zoogleoformans,25,25,25,7.044981505904076e-11,1.0605014573939953e-10,1.7491843329093397e-10,7.768479986634549e-5,0.04086222382142676,-3.5600330680358776e-11,-7.76846249479122e-5,Abscess,0.10439943889636202
species,Bacteroidetes G-3 bacterium HMT 280,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,4.855297022402699e-5,0.04086222382142676,-1.7800165340179388e-11,-4.8552882764810346e-5,Abscess,0.10439943889636202
species,Bacteroidetes G-3 bacterium HMT 281,25,25,25,1.0567472258856114e-10,1.7166396841148864e-10,2.6237764993640093e-10,2.1142395748432942e-4,0.0033586245961058263,-6.59892458229275e-11,-2.114236951066795e-4,Abscess,0.030927334822474485
species,Bacteroidetes G-3 bacterium HMT 365,25,25,25,7.044981505904076e-11,1.144426456076591e-10,1.7491843329093397e-10,0.0024380372710999993,0.004342697474441258,-4.399283054861834e-11,-0.002438037096181566,Abscess,0.03554578303153771
species,Bacteroidetes G-3 bacterium HMT 503,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,2.9590558839759357e-4,0.013307365386794041,-1.7800165340179388e-11,-2.9590550093837694e-4,Abscess,0.05655630289387467
species,Bacteroidetes G-3 bacterium HMT 899,25,25,25,1.408996301180815e-10,2.288852912153182e-10,3.4983686658186794e-10,4.710626446329911e-4,0.0018011458336810678,-8.798566109723668e-11,-4.7106229479612453e-4,Abscess,0.025680853499581678
species,Bacteroidetes G-5 bacterium HMT 505,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,2.2939596195839662e-6,0.013307365386794041,-1.7800165340179388e-11,-2.293872160367321e-6,Abscess,0.05655630289387467
species,Bacteroidetes G-5 bacterium HMT 511,25,25,25,4.746603859551653e-10,9.651074429249176e-10,8.155966027462257e-5,0.01383413876729291,0.010583547137015176,-4.904470569697524e-10,-0.013752579107018287,Abscess,0.05655630289387467
species,Bifidobacterium breve,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,2.0879586983430884e-4,0.04086222382142676,-1.7800165340179388e-11,-2.0879578237509218e-4,Abscess,0.10439943889636202
species,Bifidobacterium dentium,25,25,25,2.023717741796597e-10,2.861066140191477e-10,3.768670507994203e-4,0.0025559855812529748,0.3602782576952348,-8.373483983948801e-11,-0.0021791185304535546,Abscess,0.442341638614705
species,Bosea vestrisii,25,25,25,1.0567472258856114e-10,1.5973587912628433e-10,8.57107770369081e-6,2.4035070124271384e-4,0.1064375040898226,-5.4061156537723194e-11,-2.3177962353902303e-4,Abscess,0.18595010595929481
species,Brucella anthropi,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,1.7089126208195664e-4,0.013307365386794041,-1.7800165340179388e-11,-1.7089117462274e-4,Abscess,0.05655630289387467
species,Bulleidia extructa,25,25,25,1.0567472258856114e-10,1.7166396841148864e-10,2.6237764993640093e-10,7.123196530770566e-4,0.043589346935158674,-6.59892458229275e-11,-7.123193906994066e-4,Abscess,0.10585984255681391
species,Butyrivibrio sp. HMT 080,25,25,25,1.7612453764760188e-10,2.861066140191477e-10,4.372960832273349e-10,0.002403176025354848,0.010583547137015176,-1.0998207637154583e-10,-0.002403175588058765,Abscess,0.05655630289387467
species,Butyrivibrio sp. HMT 455,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,3.4408800444980655e-6,0.013307365386794041,-1.7800165340179388e-11,-3.44079258528142e-6,Abscess,0.05655630289387467
species,Campylobacter concisus,25,25,25,8.456232781725145e-4,9.110231207572059e-10,0.0028720419944348132,0.0016288017498225947,0.1186179505292976,8.456223671493938e-4,0.0012432402446122186,Plaque,0.20165051589980593
species,Campylobacter curvus,25,25,25,1.0953701214349968e-10,1.7166396841148864e-10,1.3799015331879732e-5,4.992382114952742e-4,0.014344089427169355,-6.212695626798896e-11,-4.854391961633945e-4,Abscess,0.05925315445615752
species,Campylobacter gracilis,25,25,25,0.004067108397867848,0.0012987016183841587,0.007609844011757998,0.012362683142119104,0.4352140532775755,0.002768406779483689,-0.004752839130361106,Plaque,0.5102509590150884
species,Campylobacter rectus,25,25,25,7.835460585170683e-4,1.3985983090790419e-8,0.005132029631652178,0.008820965241257696,0.8086544789363024,7.835320725339775e-4,-0.003688935609605518,Plaque,0.8390264781451776
species,Capnocytophaga endodontalis,25,25,25,9.248059593637176e-10,1.477104397294727e-9,0.004997243305389869,0.0022760719197075733,0.553882691983272,-5.522984379310095e-10,0.0027211713856822957,Abscess,0.6229418571414916
species,Capnocytophaga gingivalis,25,25,25,6.299958894538933e-4,4.611559733712957e-9,0.0031033234825374053,0.0021903964068146833,0.6091890876160863,6.299912778941596e-4,9.129270757227219e-4,Plaque,0.6748410444268425
species,Capnocytophaga granulosa,25,25,25,0.0030888437892473814,1.4171470767334315e-9,0.005622918047260769,0.00178344206881871,0.001643305863882038,0.0030888423721003046,0.0038394759784420593,Plaque,0.025680853499581678
species,Capnocytophaga haemolytica,25,25,25,1.408996301180815e-10,1.9586717476982846e-10,5.067800241588867e-4,4.750790230625476e-10,0.24727350200082499,-5.496754465174695e-11,5.067795490798636e-4,Abscess,0.32920146953121876
species,Capnocytophaga leadbetteri,25,25,25,0.003597789836114387,7.804178010898851e-9,0.006919591477742677,0.002756911792753075,0.013307365386794041,0.003597782031936376,0.004162679684989602,Plaque,0.05655630289387467
species,Capnocytophaga sp. HMT 323,25,25,25,8.592199310797695e-10,7.728433388505835e-10,0.001722675408522505,9.636359839195589e-4,0.5184309864979647,8.637659222918596e-11,7.590394246029461e-4,Plaque,0.5936437721038871
species,Capnocytophaga sp. HMT 324,25,25,25,1.6189741934372776e-10,2.1210029147879906e-10,4.263258015094593e-4,6.428781741262474e-4,0.16176518497788714,-5.02028721350713e-11,-2.1655237261678813e-4,Abscess,0.2457051950523234
species,Capnocytophaga sp. HMT 332,25,25,25,1.6189741934372776e-10,1.9586717476982846e-10,3.4662118854182194e-4,4.750790230625476e-10,0.9142910652076613,-3.3969755426100697e-11,3.466207134627989e-4,Abscess,0.9311443567322265
species,Capnocytophaga sp. HMT 335,25,25,25,1.408996301180815e-10,2.1210029147879906e-10,0.0017315298316923592,6.0719299257669886e-5,0.1251049578534359,-7.120066136071755e-11,0.0016708105324346892,Abscess,0.20556279320155638
species,Capnocytophaga sp. HMT 336,25,25,25,4.047435483593195e-10,5.944948760389103e-10,6.617666773640383e-4,0.0025799639146264247,0.02381004514554109,-1.897513276795908e-10,-0.0019181972372623863,Abscess,0.08221906214319658
species,Capnocytophaga sp. HMT 338,25,25,25,1.1127182536456712e-10,3.036743735857353e-10,4.997419329259601e-4,0.002244282076878676,0.06729929952386755,-1.9240254822116817e-10,-0.0017445401439527158,Abscess,0.12766648235858136
species,Capnocytophaga sp. HMT 412,25,25,25,3.725261439305153e-10,3.9173434953965697e-10,0.0019724722663178604,6.326683853916192e-4,0.29400806311173816,-1.9208205609141692e-11,0.0013398038809262413,Abscess,0.38221048204525965
species,Capnocytophaga sp. HMT 863,25,25,25,7.302467476233312e-11,9.793358738491423e-11,1.936871616510034e-5,2.375395115312738e-10,0.4352140532775755,-2.4908912622581107e-11,1.9368478625588806e-5,Abscess,0.5102509590150884
species,Capnocytophaga sp. HMT 864,25,25,25,2.999785364114306e-10,3.711755100878984e-10,0.005069810058336182,7.146084825412263e-4,0.7467838959725029,-7.119697367646779e-11,0.004355201575794956,Abscess,0.7915551127574252
species,Capnocytophaga sp. HMT 878,25,25,25,7.418121690971141e-11,1.0605014573939953e-10,8.758728210828302e-5,9.926384495713269e-5,0.1064375040898226,-3.1868928829688124e-11,-1.1676562848849669e-5,Abscess,0.18595010595929481
species,Capnocytophaga sp. HMT 901,25,25,25,1.0953701214349968e-10,1.4690038107737133e-10,7.717472748362548e-5,3.5630926729691064e-10,0.16998484708770295,-3.7363368933871654e-11,7.717437117435818e-5,Abscess,0.2512819478687783
species,Capnocytophaga sp. HMT 902,25,25,25,1.2142306450779583e-10,1.4690038107737133e-10,2.693380711900105e-4,6.326882305144198e-4,0.9785339807274146,-2.5477316569575503e-11,-3.6335015932440927e-4,Abscess,0.9874703641130532
species,Capnocytophaga sp. HMT 903,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,2.128413372488153e-4,0.05963483009045978,-1.3741886162936737e-11,-2.1284124978959864e-4,Abscess,0.11611715814970583
species,Capnocytophaga sputigena,25,25,25,0.006657508403702035,2.8405853794129356e-9,0.016458215794072993,0.007681101928986122,0.00472473171731758,0.006657505563116655,0.008777113865086872,Plaque,0.03663739331674334
species,Cardiobacterium hominis,25,25,25,0.005085640419841656,7.449442646767084e-9,0.009510400294758884,0.005698635554583547,0.2699475363986631,0.005085632970399009,0.0038117647401753373,Plaque,0.3572359613419434
species,Cardiobacterium valvarum,25,25,25,9.248059593637176e-10,7.438771964497839e-10,0.0016127017070712607,0.002257556191955736,0.6473709883196748,1.8092876291393372e-10,-6.448544848844753e-4,Plaque,0.7065135230550526
species,Catonella morbi,25,25,25,3.942823455175843e-9,9.748825905610696e-4,0.004129755403037068,0.002576044178456203,0.37457943471589183,-9.748786477376144e-4,0.001553711224580865,Abscess,0.45484645644072574
species,Catonella sp. HMT 451,25,25,25,3.522490752952038e-11,5.3245293042094776e-11,8.745921664546699e-11,1.0279807104686338e-4,0.0077267098093745405,-1.8020385512574398e-11,-1.0279798358764674e-4,Abscess,0.04878865336776495
species,Centipeda periodontii,25,25,25,1.1127182536456712e-10,1.4690038107737133e-10,9.676838870951409e-5,2.108517167559626e-4,0.19651934789959508,-3.5628555712804214e-11,-1.1408332804644851e-4,Abscess,0.28201802523253583
species,Cloacibacterium normanense,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,5.506504976846611e-5,0.043589346935158674,-1.7800165340179388e-11,-5.5064962309249464e-5,Abscess,0.10585984255681391
species,Cloacibacterium sp. HMT 206,25,25,25,7.418121690971141e-11,1.0605014573939953e-10,9.935841703031362e-5,3.5657705949877294e-4,0.3602782576952348,-3.1868928829688124e-11,-2.572186424684593e-4,Abscess,0.442341638614705
species,Clostridiales F-1G-1 bacterium HMT 093,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,3.344763866047594e-5,0.04086222382142676,-1.7800165340179388e-11,-3.344755120125929e-5,Abscess,0.10439943889636202
species,Clostridiales F-1G-2 bacterium HMT 402,25,25,25,7.044981505904076e-11,9.793358738491423e-11,1.7491843329093397e-10,4.666230166484732e-5,0.05963483009045978,-2.7483772325873474e-11,-4.6662126746414025e-5,Abscess,0.11611715814970583
species,Clostridiales F-3G-1 bacterium HMT 876,25,25,25,1.4604934952466625e-10,2.288852912153182e-10,0.005900950498303471,0.001641059605497646,0.11239768319071032,-8.283594169065194e-11,0.004259890892805825,Abscess,0.19181380683511182
species,Colibacter massiliensis,25,25,25,1.8256168690583281e-10,2.861066140191477e-10,1.1212573872710745e-4,2.1834868046984921e-4,0.09004973040401204,-1.035449271133149e-10,-1.0622294174274176e-4,Abscess,0.1644709952007162
species,Corynebacterium aurimucosum,25,25,25,7.302467476233312e-11,9.793358738491423e-11,9.36296904752583e-6,2.375395115312738e-10,0.553882691983272,-2.4908912622581107e-11,9.362731508014298e-6,Abscess,0.6229418571414916
species,Corynebacterium coyleae,25,25,25,3.651233738116656e-11,4.8966793692457115e-11,9.581183593951209e-5,1.187697557656369e-10,0.14623118542852132,-1.2454456311290553e-11,9.581171716975633e-5,Abscess,0.22838934261274355
species,Corynebacterium durum,25,25,25,5.876593316775697e-4,4.1614641322723713e-10,0.004596619264985175,3.7722159888756867e-4,0.0012429801513024257,5.876589155311564e-4,0.0042193976660976065,Plaque,0.02497260122162146
species,Corynebacterium matruchotii,25,25,25,0.0064290170494242255,1.3473908432146758e-8,0.008640021497468628,0.0035160405820566765,0.0018011458336810678,0.006429003575515793,0.005123980915411951,Plaque,0.025680853499581678
species,Corynebacterium simulans,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,4.5958909155616117e-05,0.05608292288228483,-1.7800165340179388e-11,-4.595882169639947e-5,Abscess,0.11611715814970583
species,Corynebacterium striatum,25,25,25,7.418121690971141e-11,9.793358738491423e-11,1.7253885721608882e-5,2.375395115312738e-10,0.34632479159403856,-2.3752370475202822e-11,1.725364818209735e-5,Abscess,0.4324168301823871
species,Corynebacterium tuberculostearicum,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,6.0842298068085985e-5,0.04086222382142676,-1.7800165340179388e-11,-6.084221060886934e-5,Abscess,0.10439943889636202
species,Cryptobacterium curtum,25,25,25,1.2142306450779583e-10,1.7166396841148864e-10,0.0010367984641451574,0.0010143463097568124,0.31946605111818105,-5.024090390369281e-11,2.2452154388345053e-5,Abscess,0.40692793831191937
species,Cutibacterium avidum,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,3.046276137574216e-4,0.05963483009045978,-1.3741886162936737e-11,-3.0462752629820496e-4,Abscess,0.11611715814970583
species,Cutibacterium sp. HMT 193,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,2.8119472952760116e-4,0.05963483009045978,-1.3741886162936737e-11,-2.8119464206838454e-4,Abscess,0.11611715814970583
species,Desulfobulbus sp. HMT 041,25,25,25,1.0567472258856114e-10,1.5973587912628433e-10,2.6237764993640093e-10,4.65351472225676e-4,0.012337440392892186,-5.4061156537723194e-11,-4.653512098480261e-4,Abscess,0.05655630289387467
species,Desulfovibrio fairfieldensis,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,2.805287738777913e-5,0.04086222382142676,-1.7800165340179388e-11,-2.8052789928562484e-5,Abscess,0.10439943889636202
species,Desulfovibrio sp. HMT 040,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,1.9421259351464254e-5,0.04086222382142676,-1.7800165340179388e-11,-1.9421171892247607e-5,Abscess,0.10439943889636202
species,Dialister invisus,25,25,25,5.587892158957729e-10,0.005607690321431174,0.0014698850400586667,0.015833088537198687,0.0019728131686076234,-0.005607689762641957,-0.01436320349714002,Abscess,0.02642374001589605
species,Dialister micraerophilus,25,25,25,3.522490752952038e-11,4.8966793692457115e-11,8.745921664546699e-11,6.575120912818348e-5,0.05963483009045978,-1.3741886162936737e-11,-6.575112166896684e-5,Abscess,0.11611715814970583
species,Dialister pneumosintes,25,25,25,2.5558636166816595e-10,7.953639062356221e-10,2.42550754253769e-5,0.00532117504006595,0.006060223136318077,-5.397775445674562e-10,-0.005296919964640573,Abscess,0.04251775597226333
species,Dialister sp. HMT 119,25,25,25,1.0953701214349968e-10,1.590752186090993e-10,8.550165962082342e-5,1.0520882576874444e-5,0.1251049578534359,-4.9538206465599626e-11,7.498077704394898e-5,Abscess,0.20556279320155638
species,Dietzia cinnamea,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,6.927347543135982e-5,0.04086222382142676,-1.7800165340179388e-11,-6.927338797214318e-5,Abscess,0.10439943889636202
species,Eggerthia catenaformis,25,25,25,3.522490752952038e-11,5.3025072869699766e-11,8.745921664546699e-11,2.4277157957660307e-4,0.027358330156160644,-1.7800165340179388e-11,-2.4277149211738642e-4,Abscess,0.08957319947424448
species,Eikenella corrodens,25,25,25,0.0010125564412920922,1.087798684839255e-8,0.0019702323761864424,0.002330085289249671,0.5720430567000259,0.001012545563305244,-3.5985291306322867e-4,Plaque,0.6401089393959782
