feature	g__Lautropia_s__mirabilis	g__Streptococcus_s__oralis_subsp._dentisani_clade_058	g__Fusobacterium_s__nucleatum	g__Neisseria_s__flava	g__Streptococcus_s__anginosus	g__Leptotrichia_s__shahii	g__Streptococcus_s__sanguinis	g__Bacteroidales_.G.2._s__bacterium_HMT_274	g__Capnocytophaga_s__sputigena	g__Haemophilus_s__parainfluenzae	g__Abiotrophia_s__defectiva	g__Peptostreptococcus_s__stomatis	g__Parvimonas_s__micra	g__Veillonella_s__parvula	g__Leptotrichia_s__hongkongensis	g__Lactobacillus_s__gasseri	g__Gemella_s__haemolysans	g__Parvimonas_s__sp._HMT_110	g__Prevotella_s__nigrescens	g__Prevotella_s__sp._HMT_472	g__Treponema_s__lecithinolyticum	g__Leptotrichia_s__sp._HMT_417	g__Streptococcus_s__intermedius	g__Prevotella_s__denticola	g__Campylobacter_s__rectus	g__Tannerella_s__forsythia	g__Dialister_s__invisus	g__Prevotella_s__saccharolytica	g__Clostridiales_.F.3..G.1._s__bacterium_HMT_876	g__Porphyromonas_s__pasteri	g__Solobacterium_s__moorei	g__Campylobacter_s__gracilis	g__Neisseria_s__flavescens	g__Streptococcus_s__mutans	g__Porphyromonas_s__endodontalis	g__Veillonella_s__dispar	g__Prevotella_s__salivae	g__Prevotella_s__oris	g__Neisseria_s__perflava	g__Neisseria_s__elongata	g__Granulicatella_s__adiacens	g__Lacticaseibacillus_s__casei	g__Haemophilus_s__sp._HMT_036	g__Streptococcus_s__sobrinus	g__Veillonella_s__sp._HMT_780	g__Capnocytophaga_s__endodontalis	g__Treponema_s__socranskii	g__Leptotrichia_s__wadei	g__Neisseria_s__cinerea	g__Cardiobacterium_s__hominis	g__Peptidiphaga_s__sp._HMT_183	g__Streptococcus_s__gordonii	g__Prevotella_s__veroralis	g__Actinomyces_s__gerencseriae	g__Prevotella_s__histicola	g__Catonella_s__morbi	g__Alloprevotella_s__tannerae	g__Oribacterium_s__sp._HMT_078	g__Capnocytophaga_s__sp._HMT_864	g__Saccharibacteria_.TM7._.G.1._s__bacterium_HMT_346	g__Prevotella_s__melaninogenica	g__Granulicatella_s__elegans	g__Tannerella_s__sp._HMT_286	g__Ruminococcaceae_.G.1._s__bacterium_HMT_075	g__Porphyromonas_s__sp._HMT_930	g__Lancefieldella_s__rimae	g__Bacteroidetes_.G.5._s__bacterium_HMT_511	g__Veillonella_s__atypica	g__Fretibacterium_s__sp._HMT_359	g__Haemophilus_s__haemolyticus	g__Dialister_s__pneumosintes	g__Rothia_s__dentocariosa	g__Prevotella_s__sp._HMT_317	g__Saccharibacteria_.TM7._.G.1._s__bacterium_HMT_348	g__Capnocytophaga_s__sp._HMT_336	g__Treponema_s__denticola	g__Riemerella_s__sp._HMT_322	g__Alloprevotella_s__sp._HMT_473	g__Megasphaera_s__micronuciformis	g__Selenomonas_s__noxia	g__Kingella_s__oralis	g__Prevotella_s__sp._HMT_292	g__Prevotella_s__oulorum	g__Prevotella_s__nanceiensis	g__Capnocytophaga_s__leadbetteri	g__Mycoplasma_s__salivarium	g__Corynebacterium_s__matruchotii	g__Saccharibacteria_.TM7._.G.3._s__bacterium_HMT_351	g__Treponema_s__sp._HMT_231	g__Fusobacterium_s__periodonticum	g__Stomatobaculum_s__longum	g__Streptococcus_s__salivarius	g__Neisseria_s__subflava	g__Rothia_s__aeria	g__Lachnoanaerobaculum_s__saburreum	g__Capnocytophaga_s__gingivalis	g__Actinomyces_s__sp._HMT_169	g__Pseudoleptotrichia_s__goodfellowii	g__Gemella_s__morbillorum	g__Capnocytophaga_s__sp._HMT_338	g__Cardiobacterium_s__valvarum	g__Neisseria_s__oralis	g__Leptotrichia_s__sp._HMT_225	g__Leptotrichia_s__buccalis	g__Streptococcus_s__constellatus	g__Peptococcus_s__sp._HMT_167	g__Selenomonas_s__sp._HMT_136	g__Streptococcus_s__cristatus_clade_578	g__Aggregatibacter_s__paraphrophilus	g__Fusobacterium_s__hwasookii	g__Aggregatibacter_s__aphrophilus	g__Corynebacterium_s__durum	g__Fusobacterium_s__naviforme	g__Lachnoanaerobaculum_s__umeaense	g__Leptotrichia_s__sp._HMT_392	g__Capnocytophaga_s__granulosa	g__Leptotrichia_s__hofstadii	g__Prevotella_s__pleuritidis	g__Treponema_s__maltophilum	g__Actinomyces_s__oris	g__Actinomyces_s__massiliensis	g__Bifidobacterium_s__dentium	g__Fusobacterium_s__sp._HMT_203	g__Peptostreptococcaceae_.G.7._s__.Eubacterium._yurii_subsps._yurii_._margaretiae	g__Saccharibacteria_.TM7._.G.6._s__bacterium_HMT_870	g__Campylobacter_s__concisus	g__Selenomonas_s__sputigena	g__Porphyromonas_s__catoniae	g__Cryptobacterium_s__curtum	g__Streptococcus_s__lactarius	g__Fretibacterium_s__fastidiosum	g__Fusobacterium_s__sp._HMT_248	g__Arachnia_s__propionica	g__Peptostreptococcaceae_.G.1._s__.Eubacterium._sulci	g__Aggregatibacter_s__sp._HMT_458	g__Porphyromonas_s__sp._HMT_278	g__Selenomonas_s__infelix	g__Selenomonas_s__sp._HMT_936	g__Pseudoleptotrichia_s__sp._HMT_221	g__Aggregatibacter_s__sp._HMT_513	g__Leptotrichia_s__sp._HMT_215	g__Rothia_s__mucilaginosa	g__Actinomyces_s__naeslundii	g__Schaalia_s__sp._HMT_180	g__Streptococcus_s__parasanguinis_clade_411	g__Eikenella_s__corrodens	g__Aggregatibacter_s__sp._HMT_512	g__Afipia_s__broomeae	g__Scardovia_s__wiggsiae	g__Alloprevotella_s__sp._HMT_912	g__Porphyromonas_s__sp._HMT_284	g__Leptotrichia_s__sp._HMT_498	g__Selenomonas_s__sp._HMT_146	g__Kingella_s__denitrificans	g__Capnocytophaga_s__sp._HMT_412	g__Lachnospiraceae_.G.3._s__bacterium_HMT_100	g__Saccharibacteria_.TM7._.G.1._s__bacterium_HMT_952	g__Johnsonella_s__ignava	g__Alloprevotella_s__sp._HMT_308	g__Alloprevotella_s__sp._HMT_914	g__Selenomonas_s__sp._HMT_134	g__Leptotrichia_s__sp._HMT_212	g__Peptostreptococcaceae_.G.1._s__.Eubacterium._infirmum	g__Peptostreptococcaceae_.G.9._s__.Eubacterium._brachy	g__Treponema_s__sp._HMT_237	g__Prevotella_s__marshii	g__Actinomyces_s__sp._HMT_171	g__Veillonellaceae_.G.1._s__bacterium_HMT_150	g__Lancefieldella_s__parvula	g__Prevotella_s__micans	g__Peptococcus_s__sp._HMT_168	g__Prevotella_s__maculosa	g__Prevotella_s__pallens	g__Capnocytophaga_s__sp._HMT_323	g__Haemophilus_s__paraphrohaemolyticus	g__Pseudoleptotrichia_s__sp._HMT_219	g__Olsenella_s__sp._HMT_807	g__Acidipropionibacterium_s__acidifaciens	g__Peptidiphaga_s__gingivicola	g__Selenomonas_s__artemidis	g__Gemella_s__sanguinis	g__Haemophilus_s__sp._HMT_908	g__Weeksellaceae_.G.1._s__sp._HMT_907	g__Capnocytophaga_s__sp._HMT_324	g__Peptostreptococcaceae_.G.4._s__bacterium_HMT_369	g__Limosilactobacillus_s__fermentum	g__Alloprevotella_s__sp._HMT_913	g__Alloprevotella_s__rava	g__Porphyromonas_s__sp._HMT_275	g__Absconditabacteria_.SR1._.G.1._s__bacterium_HMT_874	g__Weeksellaceae_.G.1._s__sp._HMT_900	g__Selenomonas_s__sp._HMT_138	g__Saccharibacteria_.TM7._.G.1._s__bacterium_HMT_957	g__Mogibacterium_s__vescum	g__Prevotella_s__sp._HMT_314	g__Selenomonas_s__sp._HMT_137	g__Lachnoanaerobaculum_s__orale	g__Slackia_s__exigua	g__Schaalia_s__sp._HMT_178	g__Selenomonas_s__flueggei	g__Tannerella_s__sp._HMT_808	g__Absconditabacteria_.SR1._.G.1._s__bacterium_HMT_345	g__Veillonellaceae_.G.1._s__bacterium_HMT_155	g__Prevotella_s__sp._HMT_300	g__Gracilibacteria_.GN02._.G.1._s__bacterium_HMT_872	g__Actinomyces_s__dentalis	g__Selenomonas_s__sp._HMT_126	g__Oribacterium_s__sinus	g__Prevotella_s__sp._HMT_315	g__Lachnospiraceae_.G.2._s__bacterium_HMT_088	g__Selenomonas_s__sp._HMT_919
88-P	293.766714667764	1394.98045669615	351.162312281424	534.457930466982	0	1545.15531783584	403.620654186381	0	51.0183089899198	161.695124459988	91.1335116231228	0	0	237.399711993417	167.660975108002	0	249.537132277309	0	0	53.4869368442707	0	0	0	0	159.637934581362	0	0	0	0	317.630117259823	16.2518000411438	0	451.553178358363	0	0	193.993005554413	0	0	0	43.4067064390043	68.9158609339642	0	197.284509360214	0	58.8356305286978	215.182061304258	0	0	98.7451141740383	67.064390043201	109.648220530755	276.69203867517	0	0	0	0	0	0	32.297881094425	0	0	283.89220325036	0	280.806418432421	102.03661797984	0	0	0	0	145.854762394569	0	22.4233696770212	0	0	0	0	39.2923266817527	28.8006583007612	0	17.0746759925941	218.47356511006	0	0	0	102.85949393129	0	76.9389014606048	0	0	0	0	0	0.617156963587739	56.1612836864843	92.984982513886	0	20.9833367619831	121.168483851059	85.7848179386958	0	0	0	0	0	0	0	0	48.1382431598437	0	0	0	29.8292532400741	0	48.7554001234314	22.011931701296	104.093807858465	80.6418432421313	0	0	0	80.2304052664061	0	0	13.5774531989303	0	24.2748405677844	0	75.0874305698416	0	0.822875951450319	0	63.9786052252623	11.3145443324419	0	104.710964822053	0	6.58300761160255	10.0802304052664	0	16.8689570047315	0	0	14.6060481382432	6.37728862373997	0	0	0	17.0746759925941	0	0	0	0	0	26.9491874099979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0174861139683	0	0	0	0	16.8689570047315	0	4.11437975725159	0	0	0	0	38.4694507303024	0	0	18.3089899197696	0	13.1660152232051	0	0	0	25.0977165192347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80-A	0	0	7561.98347107438	0	0	0	0	2713.84297520661	0	0	0	403.925619834711	1935.95041322314	0	0	81.6115702479339	0	0	942.148760330579	0	1520.66115702479	0	0	199.380165289256	2689.04958677686	2647.72727272727	323.347107438017	0	0	0	6.19834710743802	2.06611570247934	0	0	1126.03305785124	0	6.19834710743802	493.801652892562	0	0	0	15.495867768595	0	0	0	0	270.661157024793	0	0	0	4.13223140495868	0	0	0	0	35.1239669421488	158.057851239669	13.4297520661157	0	0	0	0	0	0	0	145.661157024793	1080.57851239669	0	1307.85123966942	0	642.561983471074	0	0	0	0	0	0	3.09917355371901	25.8264462809917	0	0	77.4793388429752	11.3636363636364	0	0	0	0	51.6528925619835	171.487603305785	0	0	0	0	0	0	0	0	0	11.3636363636364	767.561983471074	0	0	0	0	0	291.322314049587	0	0	0	0	0	0	13.4297520661157	0	0	0	0	0	266.528925619835	0	0	0	0	492.768595041322	0	0	95.0413223140496	0	0	0	195.247933884298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2561983471074	0	0	0	32.0247933884297	0	0	0	0	0	0	0	296.487603305785	0	0	0	0	300.619834710744	237.603305785124	12.396694214876	0	0	67.1487603305785	0	183.884297520661	0	0	0	0	0	0	0	6.19834710743802	0	0	0	0	0	0	63.0165289256198	0	0	55.7851239669422	0	0	0	15.495867768595	0	0	0	0	0	22.7272727272727	0	0	81.6115702479339	65.0826446280992	66.1157024793389	0	0	0	0	0	0	0	19.6280991735537
84-P	3081.76614881439	3891.25102207686	548.650858544563	4027.80049059689	0	165.16762060507	5849.55028618152	0	2589.53393295176	3089.94276369583	1104.66067048242	0	0	82.5838103025347	1558.46279640229	0	138.184791496321	8.17661488143908	0	170.891251022077	0	100.572363041701	18.8062142273099	0	0	0	0	0	0	178.250204415372	0	0	0	0	0	798.855273916598	0	0	20.4415372035977	399.018806214227	173.344235486509	0	70.3188879803761	0	43.3360588716271	0	0	0	0	24.5298446443173	0	0	0	0	0	4.08830744071954	0	0	0	0	373.671300081766	74.4071954210957	0	0	53.965658217498	0	0	0	0	41.7007358953393	0	0	0	0	0	0	85.8544562551104	0	0	31.8887980376124	802.943581357318	0	0	0	0	0	104.66067048242	0	0	244.480784955029	0	0	3.27064595257563	38.4300899427637	0	319.705641864268	663.12346688471	0	19.6238757154538	0	0	15.5355682747343	0	0	0	0	0	90.7604251839738	0	0	0	5.72363041700736	0	25.3475061324612	0	0	22.0768601798855	0	0	423.548650858545	0	0	0	7.35895339329518	0	24.5298446443173	0	0	0	100.572363041701	0	0	28.6181520850368	0	0	0	0	0	0	0	41.7007358953393	33.5241210139002	0	55.6009811937858	0	0	0	0	0	0	0	0	0	260.834014717907	0	0	0	0	262.469337694195	0	0	92.3957481602616	0	0	0	0	0	0	0	0	22.8945216680294	0	0	31.0711365494685	0	0	0	0	0	0	0	26.1651676206051	0	0	0	0	0	0	0	0	38.4300899427637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96-P	765.625	1415.17857142857	0	4909.22619047619	0	298.363095238095	874.255952380952	0	20.0892857142857	294.642857142857	711.309523809524	0	5.20833333333333	465.029761904762	180.803571428571	0	34.9702380952381	0	5.95238095238095	142.113095238095	0	0	107.142857142857	0	0	0	0	50.5952380952381	0	649.553571428571	0	41.6666666666667	27.5297619047619	29.7619047619048	0	59.5238095238095	2.97619047619048	34.2261904761905	4.46428571428571	183.779761904762	149.553571428571	0	43.8988095238095	0	11.1607142857143	335.565476190476	4.46428571428571	402.529761904762	1.48809523809524	198.660714285714	0	130.208333333333	11.1607142857143	0	46.875	0	0	0	0	0	302.083333333333	26.7857142857143	34.9702380952381	0	79.6130952380952	0	0	2.23214285714286	0	0	0	228.422619047619	0	68.452380952381	152.529761904762	0	346.72619047619	291.666666666667	0	202.380952380952	47.6190476190476	0	65.4761904761905	3.7202380952381	161.458333333333	0	282.738095238095	8.18452380952381	0	0	5.95238095238095	31.25	218.75	155.505952380952	40.922619047619	41.6666666666667	37.202380952381	94.4940476190476	42.4107142857143	0	29.7619047619048	47.6190476190476	0	0	0	0	17.8571428571429	35.7142857142857	0	0	0	46.1309523809524	0	0	0	311.011904761905	0	0	0	182.291666666667	65.4761904761905	0	0	12.6488095238095	7.44047619047619	0	30.5059523809524	87.797619047619	0	0	0	0	8.18452380952381	0	38.6904761904762	6.69642857142857	0	58.7797619047619	75.8928571428571	0	0	26.7857142857143	31.25	58.7797619047619	25.297619047619	8.18452380952381	15.625	0	0	0	53.5714285714286	35.7142857142857	0	0	0	0	0	0	21.577380952381	0	0	0	0	0	0	0	0	0	0	0	0	6.69642857142857	13.3928571428571	73.6607142857143	0	0	0	0	109.375	0	0	47.6190476190476	0	0	0	0	0	0	0	0	38.6904761904762	0	0	0	5.95238095238095	12.6488095238095	0	0	0	2.97619047619048	0	0	1.48809523809524	0	25.297619047619	0	17.1130952380952	13.3928571428571	0	0	0
84-A	61.3333333333333	437.333333333333	12341.3333333333	104	14224	0	261.333333333333	0	200	170.666666666667	10.6666666666667	5997.33333333333	0	1184	0	0	0	0	0	8032	0	0	0	16	2888	0	0	0	0	0	237.333333333333	0	0	0	5.33333333333333	3416	5541.33333333333	0	0	0	304	0	0	0	0	0	0	0	0	50.6666666666667	0	64	0	0	0	453.333333333333	0	1672	0	0	752	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6666666666667	0	13.3333333333333	2594.66666666667	40	0	0	0	0	0	0	0	0	0	0	42.6666666666667	0	0	16	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	90.6666666666667	112	18.6666666666667	498.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79-P	557.121288374434	1894.31303472572	264.720684448918	2606.4418721691	0	0	1555.6114745848	0	318.570709612481	2560.1409159537	60.3925515853045	6.03925515853045	0	1131.35379969804	201.308505284348	0	50.3271263210871	0	0	0	0	0	9.56215400100654	0	53.3467539003523	0	0	0	0	351.786612984399	0	31.7060895822849	0	261.197785606442	0	375.44036235531	0	0	0	0	121.28837443382	0	38.751887267237	0	60.3925515853045	0	0	0	2.51635631605435	16.6079516859587	160.040261701057	104.680422747861	0	22.6472068444892	39.7584297936588	0	0	0	0	0	698.540513336688	23.1504781077	0	0	59.8892803220936	0	0	0	0	0	0	128.837443381983	60.3925515853045	0	14.5948666331152	0	245.093105183694	146.955208857574	0	0	446.904881731253	0	0	0	0	0	16.1046804227479	0	0	37.7453447408153	0	63.4121791645697	1.00654252642174	123.804730749874	0	125.817815802718	348.263714141922	0	16.6079516859587	0	0	25.6668344237544	0	0	0	0	0	7.54906894816306	0	219.92954202315	28.6864620030196	165.576245596376	0	165.072974333166	0	49.3205837946653	0	0	0	124.811273276296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.2289884247609	0	0	0	36.7388022143936	206.844489179668	104.17715148465	6.03925515853045	28.1831907398088	0	33.2159033719175	0	0	0	0	0	0	0	0	0	0	68.4448917966784	0	0	104.17715148465	0	0	0	0	22.6472068444892	0	0	0	0	0	0	0	71.4645193759436	29.6930045294414	0	0	24.6602918973327	0	0	40.2617010568696	0	0	0	0	0	0	77.0005032712632	0	0	0	0	0	0	0	10.5686965274283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72-P	54.5625587958608	912.511759172154	4569.14393226717	63.0291627469426	269.049858889934	0	201.317027281279	19.755409219191	43.2737535277517	21.6368767638758	12.2295390404516	4120.41392285983	4113.82878645343	425.211665098777	0	52.6810912511759	0	237.064910630292	12.2295390404516	10.3480714957667	0	0	274.694261523989	1992.47412982126	22.5776105362183	0	51.7403574788335	48.9181561618062	0	9.40733772342427	612.41768579492	40.4515522107244	76.1994355597366	226.716839134525	0	162.74694261524	481.655691439323	634.054562558796	38.5700846660395	0	525.870178739417	32.925682031985	0	0	0	0	0	0	0	0	0	95.9548447789276	0	0	0	1390.40451552211	0	0	0	0	360.30103480715	16.9332079021637	0	0	0	110.065851364064	8.46660395108184	1201.31702728128	0	0	0	0	0	14.1110065851364	0	9.40733772342427	0	0	48.9181561618062	0	12.2295390404516	2.82220131702728	31.0442144873001	39.5108184383819	36.6886171213547	0	70.555032925682	37.6293508936971	0	349.952963311383	841.956726246472	245.531514581373	0	13.170272812794	0	0	51.7403574788335	21.6368767638758	52.6810912511759	0	0	0	0	31.9849482596425	17.8739416745061	0	0	282.220131702728	0	50.7996237064911	0	16.9332079021637	47.9774223894638	70.555032925682	0	0	15.0517403574788	0	0	0	110.065851364064	128.880526810913	0	23.5183443085607	0	15.0517403574788	0	0	498.588899341486	0	0	0	0	485.418626528692	0	0	0	0	0	0	10.3480714957667	6.58513640639699	0	24.4590780809031	32.925682031985	97.8363123236124	0	8.46660395108184	0	0	0	0	0	0	0	0	0	0	0	20.6961429915334	0	0	0	0	0	0	0	0	187.206020696143	0	38.5700846660395	7.52587017873942	21.6368767638758	0	0	0	0	0	0	0	32.925682031985	0	0	0	0	177.798682972719	0	70.555032925682	0	0	14.1110065851364	0	0	124.1768579492	0	0	0	0	5.64440263405456	0	0	0	0	2.82220131702728	0	0	0	59.2662276575729	0	0	0
85-P	423.917612442203	1013.87137452711	167.087011349306	224.884405212274	27.7427490542245	0	307.271963009668	0	96.2589323245061	200.714585960488	94.577553593947	0	0	77.5535939470366	0	0	0	109.920134510298	0	0	0	0	213.324926439681	0	36.7801597309794	0	167.717528373266	0	0	78.3942833123161	0	0	0	0	0	49.8108448928121	0	34.4682639764607	42.4548129466162	46.8684321143338	90.5842791088693	0	0	0	0	0	0	0	0	68.3060109289618	0	53.3837746952501	0	0	0	0	0	0	0	0	0	77.5535939470366	0	0	0	0	0	0	0	0	0	51.9125683060109	86.8011769651114	119.167717528373	0	0	0	0	0	0	132.618747372846	0	0	0	20.3867171080286	0	89.32324506095	0	0	14.5018915510719	0	0	61.3703236654056	46.448087431694	32.156368221942	57.3770491803279	0	51.9125683060109	88.4825556956705	0	0	0	67.0449768810425	60.9499789827659	0	0	0	0	0	67.2551492223623	13.0306851618327	0	0	0	0	102.143757881463	85.5401429171921	0	0	41.4039512400168	25.2206809583859	0	40.1429171920975	0	120.008406893653	0	0	39.7225725094578	0	0	0	0	4.83396385035729	0	0	0	0	0	0	0	0	0	0	13.2408575031526	0	37.6208490962589	0	38.2513661202186	0	0	0	0	0	75.4518705338377	74.8213535098781	13.8713745271122	0	0	0	0	0	2.52206809583859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6141235813367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100-A	0	167.371885284438	641.043723554302	169.722614010343	111.424541607898	0	0	0	0	0	0	0	0	105.547719793136	0	804.419370004702	0	0	719.55806299953	21.8617771509168	0	0	0	0	0	0	599.670897978373	0	52.6563234602727	0	13.1640808650682	0	0	511.048425011754	0	5.17160319699107	0	474.612129760226	0	0	161.259990597085	438.410907381288	0	0	0	0	0	0	0	166.431593794076	0	0	361.071932299013	0	102.021626704278	45.8392101551481	133.756464503996	133.051245886225	0	0	0	0	152.562294311236	0	0	16.9252468265162	0	0.470145745181006	0	0	0	0	0	71.4621532675129	0	0	267.748001880583	0	262.106252938411	23.0371415138693	0	235.307945463094	84.6262341325811	0	0	0	11.9887165021157	217.207334273625	214.151386929948	0	43.2534085566526	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7606958157029	45.6041372825576	166.196520921486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.6187118006582	107.66337564645	0	75.223319228961	0	0	0	11.7536436295252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1227080394922	0	0	0	0	0	0	69.3464974141984	0	0	0	0	0	0	33.1452750352609	0	0	0	22.3319228960978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6864127879643	0	0	12.9290079924777	0	0	0	0	0	0	0	0	0	0	0
82-P	101.9481747683	849.442027614905	836.012861736334	384.906374125213	19.6708908643843	98.3544543219217	32.5326271987895	2.26971817665973	10.970304520522	59.580102137318	59.7692453187063	7.18744089275582	0	53.527520332892	170.039720068092	0	100.624172498581	0	151.12540192926	11.7268772460753	0	53.3383771515037	0	36.8829203707206	35.7480612823908	0	16.0771704180064	20.2383204085493	0	22.508038585209	5.29600907887271	197.843767732173	0	0	0	93.8150179686022	8.7005863438623	0	0	5.67429544164933	66.2001134859088	0	43.5029317193115	0	183.65802912805	334.026858331757	35.5589181010025	24.5886135804804	2.64800453943635	35.3697749196142	113.296765651598	22.3188954038207	0	28.3714772082466	0.945715906941555	34.6132021940609	0	15.1314545110649	14.3748817855116	134.102515604312	194.81747682996	94.7607338755438	121.240779269907	11.1594477019103	30.4520522035181	0	0	0	0	25.3451863060337	0	12.8617363344051	150.747115566484	43.1246453565349	0	0	0	210.894647247967	0	150.368829203707	33.6674862871194	47.474938528466	46.9075089843011	22.1297522224324	106.487611121619	0	108.189899754114	131.0762247021	18.7251749574428	3.97200680915453	12.4834499716285	0	163.041422356724	29.6954794779648	147.153395120106	20.8057499527142	0	17.022886324948	104.028749763571	4.35029317193115	14.5640249668999	7.18744089275582	0	46.9075089843011	0	0	0	27.4257613013051	0	88.1407225269529	0	40.8549271798752	18.7251749574428	18.1577454132779	125.969358804615	41.989786268205	12.8617363344051	0	0	0	46.1509362587479	0	108.56818611689	0	15.5097408738415	62.7955362209192	95.3281634197087	71.8744089275582	0	5.67429544164933	0	72.8201248344997	6.62001134859088	0	57.8778135048232	90.4104407036126	30.4520522035181	22.1297522224324	0	82.6555702666919	9.64630225080386	0	37.4503499148856	18.3468885946662	0	16.0771704180064	0	0	0	71.8744089275582	0	66.9566862114621	9.26801588802724	20.4274635899376	0	42.3680726309817	0	6.62001134859088	13.996595422735	58.2560998675998	0	23.6428976735389	0	0	0	9.45715906941555	8.51144316247399	0	0	12.8617363344051	4.72857953470777	31.7760544732362	0	0	2.08057499527142	0	40.8549271798752	0	0	37.4503499148856	0	26.4800453943635	0	0	0	0	18.1577454132779	0	0	31.9651976546245	31.7760544732362	30.4520522035181	0	0	0	24.2103272177038	0	0	12.4834499716285	6.62001134859088	0	0	11.537734064687	0	0.945715906941555	12.1051636088519	0	0	0	10.2137317949688	0.567429544164933
