Taxon,pval,FDR
g__Leptotrichia_s__sp._HMT_225,0.4525843187853582,0.5406547808192658
g__Weeksellaceae_[G-1]_s__sp._HMT_907,0.4525843187853582,0.5406547808192658
g__Streptococcus_s__sp._HMT_056,0.46429621551181716,0.5531507473213563
g__Peptostreptococcaceae_[G-7]_s__[Eubacterium]_yurii_subsps._yurii_&_margaretiae,0.4761718118949516,0.5642572140953581
g__Oribacterium_s__asaccharolyticum,0.4761718118949516,0.5642572140953581
g__Selenomonas_s__sp._HMT_936,0.4882089448221264,0.5739051957749465
g__Limosilactobacillus_s__fermentum,0.4882089448221264,0.5739051957749465
g__Erysipelothrix_s__tonsillarum,0.4882089448221264,0.5739051957749465
g__Afipia_s__broomeae,0.5004053056317171,0.5835861348000501
g__Capnocytophaga_s__gingivalis,0.5004053056317171,0.5835861348000501
g__Streptococcus_s__peroris,0.5004053056317171,0.5835861348000501
g__Prevotella_s__pallens,0.512758441341852,0.5964190291397331
g__Prevotella_s__sp._HMT_317,0.5252657550074545,0.6077682296159552
g__Gracilibacteria_(GN02)_[G-1]_s__bacterium_HMT_872,0.5252657550074545,0.6077682296159552
g__Cloacibacterium_s__sp._HMT_206,0.5379245073282733,0.6207901625041692
g__Haemophilus_s__sputorum,0.5507318174580862,0.633915269053318
g__Selenomonas_s__infelix,0.5636846650391971,0.6454627511588734
g__Capnocytophaga_s__sp._HMT_324,0.5636846650391971,0.6454627511588734
g__Lachnospiraceae_[G-2]_s__bacterium_HMT_096,0.5900142022024174,0.6738663498022442
g__Leptotrichia_s__sp._HMT_212,0.6168862311208668,0.6991377286036491
g__Aggregatibacter_s__sp._HMT_512,0.6168862311208668,0.6991377286036491
g__Selenomonas_s__flueggei,0.6168862311208668,0.6991377286036491
g__Pseudoleptotrichia_s__sp._HMT_221,0.630516700311207,0.7127580090474513
g__Leptotrichia_s__wadei,0.6442717612954308,0.7227617220623869
g__Leptotrichia_s__sp._HMT_392,0.6442717612954308,0.7227617220623869
g__Porphyromonas_s__sp._HMT_278,0.6442717612954308,0.7227617220623869
g__Campylobacter_s__gracilis,0.6581474756931285,0.7327485749530549
g__Pseudoleptotrichia_s__goodfellowii,0.6581474756931285,0.7327485749530549
g__Weeksellaceae_[G-1]_s__sp._HMT_931,0.6581474756931285,0.7327485749530549
g__Fusobacterium_s__sp._HMT_203,0.6721397853379761,0.7427144627984636
g__Haemophilus_s__pittmaniae,0.6721397853379761,0.7427144627984636
g__Selenomonas_s__sp._HMT_137,0.6721397853379761,0.7427144627984636
g__Streptococcus_s__anginosus,0.6862445152908855,0.7526552748351647
g__Veillonella_s__atypica,0.6862445152908855,0.7526552748351647
g__Eikenella_s__corrodens,0.6862445152908855,0.7526552748351647
g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_346,0.7004573777595955,0.7644497801722006
g__Selenomonas_s__sp._HMT_146,0.7004573777595955,0.7644497801722006
g__Neisseria_s__flavescens,0.7877519564259032,0.855494753661546
g__Alloprevotella_s__sp._HMT_912,0.7877519564259032,0.855494753661546
g__Actinomyces_s__sp._HMT_171,0.8025930249221755,0.8694757769990235
g__Prevotella_s__salivae,0.8175043412833244,0.8749077938189573
g__Cardiobacterium_s__valvarum,0.8175043412833244,0.8749077938189573
g__Actinomyces_s__sp._HMT_175,0.8175043412833244,0.8749077938189573
g__Ruminococcaceae_[G-2]_s__bacterium_HMT_085,0.8175043412833244,0.8749077938189573
g__Neisseria_s__weaveri,0.8175043412833244,0.8749077938189573
g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_952,0.8324807897724016,0.8866421905527747
g__Oribacterium_s__sinus,0.8324807897724016,0.8866421905527747
g__Simonsiella_s__muelleri,0.8475171866437985,0.9004870108090359
g__Parvimonas_s__sp._HMT_110,0.8626082852173932,0.9099590980097559
g__Campylobacter_s__rectus,0.8626082852173932,0.9099590980097559
g__Capnocytophaga_s__endodontalis,0.8626082852173932,0.9099590980097559
g__Actinomyces_s__gerencseriae,0.8777487814022166,0.9193482497151179
g__Streptococcus_s__parasanguinis_clade_411,0.8777487814022166,0.9193482497151179
g__Gracilibacteria_(GN02)_[G-1]_s__bacterium_HMT_871,0.8777487814022166,0.9193482497151179
g__Saccharibacteria_(TM7)_[G-3]_s__bacterium_HMT_351,0.8929333190087916,0.9330414349926379
g__Capnocytophaga_s__sp._HMT_864,0.9081564954515026,0.9444827552695627
g__Fusobacterium_s__sp._HMT_248,0.9081564954515026,0.9444827552695627
g__Aggregatibacter_s__sp._HMT_513,0.9234128672401758,0.9469802490026861
g__Alloprevotella_s__sp._HMT_308,0.9234128672401758,0.9469802490026861
g__Prevotella_s__sp._HMT_314,0.9234128672401758,0.9469802490026861
g__Peptococcus_s__sp._HMT_168,0.9234128672401758,0.9469802490026861
g__Alloprevotella_s__sp._HMT_913,0.9234128672401758,0.9469802490026861
g__Actinomyces_s__dentalis,0.9234128672401758,0.9469802490026861
g__Capnocytophaga_s__sp._HMT_902,0.9386969557988001,0.9538024240530336
g__Saccharibacteria_(TM7)_[G-1]_s__bacterium_HMT_347,0.9386969557988001,0.9538024240530336
g__Capnocytophaga_s__sp._HMT_332,0.9386969557988001,0.9538024240530336
g__Lachnospiraceae_[G-2]_s__bacterium_HMT_088,0.9386969557988001,0.9538024240530336
g__Capnocytophaga_s__sp._HMT_412,0.9540032531436102,0.9671317382786141
g__Tannerella_s__sp._HMT_286,0.9846603303902758,0.993652662174662
g__Peptidiphaga_s__gingivicola,0.9846603303902758,0.993652662174662
g__Stomatobaculum_s__longum,1,1
g__Capnocytophaga_s__sp._HMT_323,1,1
g__Porphyromonas_s__sp._HMT_275,1,1
g__Gemella_s__sanguinis,1,1
